orcid,nome,genero
orcid.org/0000-0003-2162-6523,Eduardo Cerqueira,Masculino
orcid.org/0000-0003-2223-947X,Oscar Mauricio Caicedo Rendon,Masculino
orcid.org/0000-0003-2256-4379,Fabiano Reis,Masculino
orcid.org/0000-0003-2277-4632,Rodrigo Minetto,Masculino
orcid.org/0000-0003-2283-1123,Antonio Saraiva,Masculino
orcid.org/0000-0003-2314-5117,Alcides Calsavara,Masculino
orcid.org/0000-0003-2430-2030,David Menotti,Masculino
orcid.org/0000-0003-2440-0247,Guillermo Camara Chavez,Masculino
orcid.org/0000-0003-2483-6382,Roger Immich,Masculino
orcid.org/0000-0003-2592-3664,Carlos Maziero,Masculino
orcid.org/0000-0003-2608-4807,Guilherme P. Telles,Masculino
orcid.org/0000-0003-2618-5499,Renato Lopes,Masculino
orcid.org/0000-0003-2674-3366,Thiago Alves de Queiroz,Masculino
orcid.org/0000-0003-2715-6796,Vinod Rebello,Masculino
orcid.org/0000-0003-2823-4725,Marcelo Abbade,Masculino
orcid.org/0000-0003-2823-7600,Franklina Toledo,Feminino
orcid.org/0000-0003-2918-9778,Rafaela Batista dos Santos Pedrosa,Feminino
orcid.org/0000-0003-2944-4476,Marcos Maximo,Masculino
orcid.org/0000-0003-2956-6326,Fabio Augusto Faria,Masculino
orcid.org/0000-0003-2962-2033,Manoel Campêlo,Masculino
orcid.org/0000-0003-2970-2084,Leandro Galvao,Masculino
orcid.org/0000-0003-2973-2232,Erickson R. Nascimento,Masculino
orcid.org/0000-0003-2982-4006,Rodolfo I. Meneguette,Masculino
orcid.org/0000-0003-2998-6785,LUIS MEIRA,Masculino
orcid.org/0000-0003-3052-3016,Roberto Pereira,Masculino
orcid.org/0000-0003-3081-9722,Laura Assis,Feminino
orcid.org/0000-0003-3109-4305,Christian Esteve Rothenberg,Masculino
orcid.org/0000-0003-3139-6266,Silvia Vergilio,Feminino
orcid.org/0000-0003-3233-0314,Joice Lee Otsuka,Feminino
orcid.org/0000-0003-3308-6384,Keiller Nogueira,Masculino
orcid.org/0000-0003-3333-6822,Zanoni Dias,Masculino
orcid.org/0000-0003-3441-0887,Rodrigo Bonacin,Masculino
orcid.org/0000-0003-3551-4063,Daniel Panario,Masculino
orcid.org/0000-0003-3551-6480,Sarajane Marques Peres,Feminino
orcid.org/0000-0003-3580-5178,Marcos Augusto Francisco Borges,Masculino
orcid.org/0000-0003-3589-1619,Renata Galante,Feminino
orcid.org/0000-0003-3692-2202,Delano Beder,Masculino
orcid.org/0000-0003-3738-6448,Bruno Albertini,Masculino
orcid.org/0000-0003-3765-8300,Allan Pinto,Masculino
orcid.org/0000-0003-3861-7260,Roberto Hirata Jr.,Masculino
orcid.org/0000-0003-3888-7340,Fabio Kon,Masculino
orcid.org/0000-0003-3910-8804,Socorro Rangel,Feminino
orcid.org/0000-0003-3946-979X,Maicon Melo Alves,Masculino
orcid.org/0000-0003-4036-8064,Ana Carolina Salgado,Feminino
orcid.org/0000-0003-4177-1322,Debora Drucker,Feminino
orcid.org/0000-0003-4237-4281,Christiane Neme Campos (C. N. Campos),Feminino
orcid.org/0000-0003-4262-5474,RONALDO DOS SANTOS MELLO,Masculino
orcid.org/0000-0003-4268-9726,Eduardo Lima,Masculino
orcid.org/0000-0003-4275-0638,Fabio Basso,Masculino
orcid.org/0000-0003-4286-5304,Henrique Gaspar,Masculino
orcid.org/0000-0003-4290-6508,Eliane Martins,Feminino
orcid.org/0000-0003-4344-1263,Rubens Augusto Camargo Lamparelli,Masculino
orcid.org/0000-0003-4427-652X,Alessandro Arpetti,Masculino
orcid.org/0000-0003-4462-3325,Orlando Lee,Masculino
orcid.org/0000-0003-4523-6466,Heitor S. Ramos,Masculino
orcid.org/0000-0003-4549-7105,Cecilia Mary Fischer Rubira Rubira,Feminino
orcid.org/0000-0003-4555-5598,Bernardo Flores,Masculino
orcid.org/0000-0003-4568-8040,Antonio Campello,Masculino
orcid.org/0000-0003-4701-8067,Glauber Ferreira Cintra,Masculino
orcid.org/0000-0003-4804-5788,Carlos Ferreira,Masculino
orcid.org/0000-0003-4808-4904,Jorge Castro-Godínez,Masculino
orcid.org/0000-0003-4832-9318,Ivan Luiz Marques Ricarte,Masculino
orcid.org/0000-0003-4861-7061,Aparecido Nilceu Marana,Masculino
orcid.org/0000-0003-4869-5190,Guido Araujo,Masculino
orcid.org/0000-0003-4879-7015,Stanley Oliveira,Masculino
orcid.org/0000-0003-4886-7298,Renato M.E. Sabbatini,Masculino
orcid.org/0000-0003-4890-1548,Luciano Digiampietri,Masculino
orcid.org/0000-0003-4929-7258,Agma Traina,Feminino
orcid.org/0000-0003-4931-9891,José Federico Vizcaino Gonzalez,Masculino
orcid.org/0000-0003-4971-7355,Daniel Cordeiro,Masculino
orcid.org/0009-0000-2453-6617,Amanda Meincke Melo,Feminino
orcid.org/0000-0001-5191-5209,Alba Cristina Magalhaes Alves de Melo,Feminino
orcid.org/0000-0001-5195-0215,Gastão Campos,Masculino
orcid.org/0000-0001-6045-1274,Eduardo Todt,Masculino
orcid.org/0000-0001-6753-139X,Valdir Grassi Jr,Masculino
orcid.org/0000-0001-6760-4675,Marilia Curado,Feminino
orcid.org/0000-0001-7131-8989,Luís Fernando Gomez Gonzalez,Masculino
orcid.org/0000-0001-7326-5032,Rafael Stubs Parpinelli,Masculino
orcid.org/0000-0001-7462-6207,Mauricio Resende,Masculino
orcid.org/0000-0001-7953-6227,Flavio Elias de Deus,Masculino
orcid.org/0000-0001-8024-8628,Pedro Otavio de Campos-Lima,Masculino
orcid.org/0000-0001-8065-1433,Renata Wassermann,Feminino
orcid.org/0000-0001-8556-6473,Roseli de Deus Lopes,Feminino
orcid.org/0000-0001-9034-5173,Ricardo Ehlers,Masculino
orcid.org/0000-0001-9383-4546,Stefan  Irnich,Masculino
orcid.org/0000-0001-9665-2238,Tiago Barros,Masculino
orcid.org/0000-0002-0023-1971,Ramon Pires,Masculino
orcid.org/0000-0002-0281-8952,Rita Cristina Galarraga Berardi,Feminino
orcid.org/0000-0002-1743-8004,Vanderlei Bonato,Masculino
orcid.org/0000-0002-2635-0522,Marco Lübbecke,Masculino
orcid.org/0000-0002-3831-5230,Lúcia Drummond,Feminino
orcid.org/0000-0002-4034-0021,Marcelo Rocha,Masculino
orcid.org/0000-0002-5100-7443,Plinio Thomaz Aquino Junior,Masculino
orcid.org/0000-0002-5184-9413,Diego Furtado Silva,Masculino
orcid.org/0000-0002-5662-6593,Isaac Jesus da Silva,Masculino
orcid.org/0000-0002-7100-870X,Washington Alves de Oliveira,Masculino
orcid.org/0000-0002-7271-2774,Paulo Mazzoncini de Azevedo Marques,Masculino
orcid.org/0000-0002-7735-5630,Luiz M. G. Gonçalves,Masculino
orcid.org/0000-0002-8156-7302,Marcos Drumond Jr,Masculino
orcid.org/0000-0002-8922-6975,Leticia M. Peres,Feminino
orcid.org/0000-0002-8923-2814,Paulo Meirelles,Masculino
orcid.org/0000-0002-8980-6208,Felipe M. G. França,Masculino
orcid.org/0000-0002-9232-2263,carlos correa,Masculino
orcid.org/0000-0003-0000-6990,Luerbio Faria,Masculino
orcid.org/0000-0003-1927-0142,Sergio Augusto Cunha,Masculino
orcid.org/0000-0003-2419-6979,Hugo E. Hernandez-Figueroa,Masculino
orcid.org/0000-0003-3355-3966,Diego Addan Gonçalves,Masculino
orcid.org/0000-0003-3425-0481,Veruska Zamborlini,Feminino
orcid.org/0000-0003-4655-8934,Daniella Moura,Feminino
